760,예비고2고 뇌과학 전공하고 싶어요. 1학기 물1 배우는데 배경지식이나 면접 대비? 할 수 있는 책이나 프로그램 같은 것 점 추천햐주세영,예비고2고 뇌과학 전공하고 싶어요. 1학기 물1 배우는데 배경지식이나 면접 대비? 할 수 있는 책이나 프로그램 같은 것 점 추천햐주세영,"흠 뇌과학쪽이면 카이스트 명강의 무슨 몇 키로그램 우주, 뇌 이 책...? 보는것도 좋고요!
물1을 배우는 데 필요한 배경지식...은 물리의 기초를 다루는거닌까 음... 제가 읽은 책들은 주로 물2에 많이 집중되어있는데, 물리학 시트콤 같이 도서관에서 물리 책 찾아보면 책들이 생각보다 많아요! 그런거 보면 될거같아요ㅎ...
제일 중요한 것들은 스칼라, 벡터, 뉴턴의 운동법칙입니다. 이부분들을 쉽게 다루는 책이 있다면 보면 좋을거에요ㅎㅎ(생각나는 책이 없어서 진짜 죄송해요ㅠㅠㅠ)

아참 물1에 상대성이론 나오는데, 이건 빛의물리학이라는 책, 다큐를 보면 좋아요!!"
761,이제 곧 고등학교 들어가는 학생입니다ㅏ학원에서 블랙라벨을 풀라고 하는데 너무 어렵고 시간도 진짜 오래걸려요.. 혹시 수학 문제를 푸는 팁같은걸 주실수 있나요??,이제 곧 고등학교 들어가는 학생입니다ㅏ학원에서 블랙라벨을 풀라고 하는데 너무 어렵고 시간도 진짜 오래걸려요혹시 수학 문제를 푸는 팁같은걸 주실수 있나요??,"음 블랙라벨이 어려우면 조금 쉬운거부터 도전하시는게 어떤가요? 쎈같이... 만약 이미 했는데도 어렵다면! 별표가 많이 나오는 부분이 있을거에요. 그 부분들만 골라서 쉬운문제집 문제들을 많이 푸세요. 그래도 어려우면 답지를 볼 수 밖에 없고요. 다른 문제집들도 풀다보면 문제푸는 알고리즘이 생기고요, 어려운 문제들도 나중엔 쉬워집니다!

시간 오래걸리는 부분은 전 쉬운 문제집의 경우 1분 안에,어려웅 문제집의 경우 3분 안에 푸는 방법이 생각안나면 별표치고 넘어가요. 풀이가 빨리 안떠올랐다는건 모르는거랑 마찬가지거든요! 시간도 절약되고, 확실하게 아는것과 애매한 것을 구분도 할 수 있어서 좋았어요. 별표친 것들은 일주일 후에 다시 한 번 풀어봅니다!

아참 방금 생각나서 다시 작성하는데, 계산속도를 높이기 위해선 암산이 중요해요. 불필요한 수식을 풀이에 적지 마세요! 암산으로 처리할 수 있는 최대한을 처리하세요! 첨엔 암산 실수로 인해 많이 틀릴텐데, 하다보면 늘어요. 대신 서술형 시험 땐 생각한 과정을 다 손으로 써야겠지만요..."
762,"헉 계정 파셨군요,,,!+_+ 추천팔로에뜨는거보고 얼른 팔로하였어요@-@ 대학생라이프,,,부럽습니다 
","헉 계정 파셨군요추천팔로에뜨는거보고 얼른 팔로하였어요대학생라이프부럽습니다 
",앗ㅋㅋㅋㅋㅋㅋ 2월 말에 공지하려했는데ㅋㅋㅋㅋㅋ 벌써 보셨군요...! 전 그 때 한방에 팔로우할게요ㅎㅎ
763,저희학교는 1학년 물리를 역학만 배웠는데 내년에는 일반물리를 한다는데 어떻게 대비해야 할까요?교재 추천도 부탁드려요 ,저희학교는 1학년 물리를 역학만 배웠는데 내년에는 일반물리를 한다는데 어떻게 대비해야 할까요?교재 추천도 부탁드려요 ,"음 일반물리도 비슷할겁니다! 역학부분은 물2 이상의 내용이 거의 없어요. (뒷부분에 가면 회전?정도...?) Serway의 일반물리(for scientist and engieer머시기 인데 정확히는 기억안남)를 교재로 삼으면 좋고요, 문제는 퍼펙트 물리가 좋아요.(일반물리를 숫자 깔끔하게 한 듯.) 일반물리 연습문제들 풀면서 퍼펙트물리 공부하면 도움 많이 될겁니다!"
764,카이스트 지망생인데 카이스트는 다른 대학에 비해 대학원 유학 같은거 도와주거나(?) 장려(?)해주나요 ?,카이스트 지망생인데 카이스트는 다른 대학에 비해 대학원 유학 같은거 도와주거나장려해주나요 ?,흠 자세히는 모르지만 그렇지 않을까요...? 아직 알아보지 않아서요...ㅠ
765,되게 뜬금없긴 한데 영어 이름 쓰실 때 huiwoen으로 쓰세요 아니면 huiwon으로 쓰시나요?? 에스크 자주 들리다 주소보고 문득 궁금해져 질문남깁니다 ㅎㅎ..,되게 뜬금없긴 한데 영어 이름 쓰실 때 huiwoen으로 쓰세요 아니면 huiwon으로 쓰시나요에스크 자주 들리다 주소보고 문득 궁금해져 질문남깁니다,아 huiwoen은 제가 어릴때부터 써서 아이디 만들땐 자꾸 이렇게 하는데... 여권이나 공식 서류에 제출할 땐 huiwon으로 통일했어요! ㅋㅋㅋㅋㅋ woen보다는 won이 더 깔끔한 것 같아서... 나중엔 아이디도 다 won으로 통일시켜야겠죠ㅠ
766,"음 이번에 과학고에 가게 된 예비고1인데 과고는 보통 수학 교육과정?이 어떻게 되나요..? 학교에서 설명을 안해줘서요 ㅠㅠ 1학년 1학기 수학 상,하 2학기 수학 1,2 정도로 알고 있는데 맞나요..?","음 이번에 과학고에 가게 된 예비고1인데 과고는 보통 수학 교육과정?이 어떻게 되나요학교에서 설명을 안해줘서요1학년 1학기 수학 상,하 2학기 수학 1,2 정도로 알고 있는데 맞나요","음 저희학교의 경우엔 1학년 1학기 때 일반고 1학년 과정을 끝내고요, 1학년 2학기~2학년 1학기 때 일반고 2학년~3학년 수학과정을 했어요! 어떤 곳은 미적1+확통 -> 미적2+기벡 이렇기도 하고 어떤 곳은 미적분(미분까지)+확통 -> 미적분(적분)+기벡 이렇기도 하고 학교들 맘대로일거에요! 그래도 이번교육과정은 수1 수2가 나오면서 그렇게 할 수도 있고요! 확실한건 1학년 1학기 때는 수학 상 하 다 할거라는점!
그리고 2학년 1학기 안에 고등학교 교육과정이 다 끝날거라는 점! 뿐이네요ㅎㅎ"
767,고등수준을 넘어가는 책들은 영어가 대부분이던데 희원님은 그런 책들을 읽는데 무리가 없었나요? 실례가 안된다면 어떻게 영어를 준비하셨는지 알고 싶습니다ㅠㅠㅠ,고등수준을 넘어가는 책들은 영어가 대부분이던데 희원님은 그런 책들을 읽는데 무리가 없었나요? 실례가 안된다면 어떻게 영어를 준비하셨는지 알고 싶습니다,"넵 이제 조금 조금씩 영어로 넘어가야죠ㅠ
수학이나 물리 화학의 경우엔 무리가 별로 없어요ㅎㅎ 교과서는 설명하기 위한 책이라 엄청 어려운 단어를 쓰는 것도 아니고, 수학 과학 용어들은 중학생 때 미리 많이 외웠어요! 책 맨 마지막쪽이나 따로 용어 모음집같은걸 찾아보면 좋을거에요ㅎㅎ
영어 단어 꾸준히 외우고, 용어들은 따로 외워주고, 독해실력을 꾸준히 올리면 문장들을 꼬아만드는 것도 아닌지라 수능보다 쉬울겁니다!"
768,"희원님 아이디뒤에 숫자는 생일이신가요??  그냥 문득 보다 궁금해서 질문 남겨요@-@,,,실례라면 죄송합니다",희원님 아이디뒤에 숫자는 생일이신가요그냥 문득 보다 궁금해서 질문 남겨요실례라면 죄송합니다,"에이 실례라뇨~ 에스크 아이디 말하는거죠? 그러면 맞아요! 아맞다 혹시 이분이 그 대구 사신다는, 고3 올라가능 분 맞으시다면 누군지 알거같아요ㅎㅎㅎ 스토리에서 지하철을 본 것 같네요...!"
769,선형대수학은 어떤 책으로 공부해야 하는지 궁금합니다! ,선형대수학은 어떤 책으로 공부해야 하는지 궁금합니다! ,"전 Elementary Linear Algebra로 Stephen꺼를 추천해요! 연습문제도 좋고, 내용도 좋은 것 같아요!
만약 대학가셔서 더 깊은 수준이 필요하다면 Anton꺼 Linear Algebra(elementary말고)를 보면 될 것 같아요!"
770,히원님!! 에스크에 질문 잘 안하는 사람이지만 내 에스크에 와줬으니 나도 왔어요! 확통 때려치우고 생명과학중인데 너무 행복해요 히원님 화학 말고 같이 생물해요ㅎㅎㅎㅎㅎ,히원님에스크에 질문 잘 안하는 사람이지만 내 에스크에 와줬으니 나도 왔어요! 확통 때려치우고 생명과학중인데 너무 행복해요 히원님 화학 말고 같이 생물해요,ㅋㅋㅋㅋㅋㅋㅋ 음 왠진 모르겠는데 뭔가 뒷구르기 하면서 봐야할거같은 느낌...ㅎ 그쵸!! 사실 수학하다가 딴거하면 뭐라도 재밌을거에요ㅎㅎㅎ 생물은 아쉽게도 2학기라ㅠㅠㅠㅠㅠ 이놈의 화학부터 다 때려잡고 생물하러 갈게요ㅎㅎㅎ
771,아앗 그 대구사는 고3 인간 맞아요ㅎㅎ@-@ 으엄혹시 파이썬 독학하신거에요?? 오늘 하루도 파이팅하세요:)!,아앗 그 대구사는 고3 인간 맞아요으엄혹시 파이썬 독학하신거에요오늘 하루도 파이팅하세요,음ㅋㅋㅋㅋㅋ 이게 반 독학인게 교회에서 아버지 친구분이 컴터 전공이셔서 일욜마다 조금씩 도와주셨어!! 그래도 파이썬 독학 충분히 할 수 있어! 쉬운 책부터 차근차근 하면 금방할거야ㅎㅎ
772,과고생인가요 카이스트 19학번이신가요 ..???,과고생인가요 카이스트 19학번이신가요,"고등학교 졸업은 2월에 있기 때문에 아직은 과고생이면서 카이스트 19학번이고요, 졸업하면 카이스트 19학번이죠ㅎㅎ 뭐라고 불러도 되는 애매한상황?입니다...ㅎ"
773,"물리, 화학, 생명과학은 옥스토비나 줌달, 캠벨, 일반물리학 등을 심화대비로 보셨는것 같은데, 지구과학은 대학서적이나 특별히 다른 책을 보지 않으셨는지 궁금합니다! 만약에 있으시다면 알려주셨으면 좋겠습니다!  ","물리, 화학, 생명과학은 옥스토비나 줌달, 캠벨, 일반물리학 등을 심화대비로 보셨는것 같은데, 지구과학은 대학서적이나 특별히 다른 책을 보지 않으셨는지 궁금합니다! 만약에 있으시다면 알려주셨으면 좋겠습니다","넵 지학도 책이 있긴하죠. 근데 이것 또한 역시 옥스토비, 줌달, 캠벨, 일반물리처럼 간혹 한 번씩 참고하거나, ppt, 보고서 만들 때 참고하는 정도입니다. 주로 쌤들이 나누어 주시는 학습지나 판서필기를 봤죠.
천문 분야로는 '천문학의 이해. 최승언 저자'이고요, 서울대 답게 구면삼각법부터 상당히 수학적이었습니다.
지구물리 분야(지진파, 자기장, 중력장 등)는 '알기쉬운 지구물리학' 이라는 책이 있어요! 이 책에 지진파로 지각 두께 구하기, 중력이상, 자기이상 등 잘 나와있습니다! 전 사는건 이 두권만 했고, 해양물리학이나 대기과학은 안샀어요. 저자는 잘 모르겠는데... 도서관에 이런 책들이 많이 있을겁니다."
774,예비과고1학년이에요 ㅠㅠ 물리를 너무 못해서 진짜 걱정이에요 개념은 이만번 이백번 이해가 되는데 진짜 문제가 너무 안풀려서 어떻게해야할지 모르겠어요 ㅠㅠ 물리 처음에 어떻게 공부하셨는지 여쭈어도 될까요 ? ㅠㅠ ,예비과고1학년이에요물리를 너무 못해서 진짜 걱정이에요 개념은 이만번 이백번 이해가 되는데 진짜 문제가 너무 안풀려서 어떻게해야할지 모르겠어요물리 처음에 어떻게 공부하셨는지 여쭈어도 될까요,"핳 저도 그랬는데요! 하이탑 물리1의 역학문제도 잘 못풀었어요... 개념은 다 아는데 풀면 안되고... 그럴 땐 어쩔 수 없죠 그냥 계속 풀고 틀리고 다시 한 번 더 풀어보고 또 틀리면 답지보면서 이해하고ㅎ... 그리고 풀면서 상상을 최대한 하려 했어요. 첨엔 잘 안되는데 나중엔 그 운동이 상상이 되고, 힘을 어디에 표시할지 등이 생각이 나요. 문제를 많이 풀다보면 언제 어떤 공식을 써야할지 눈에보일거예요. 그 공식들이 자연스러워질 때 까지는 연습이 필요하고요! 저도 못 풀땐 이 말이 이해가 안갔는데, 지금은 이해가 되더라고요ㅎㅎ"
775,"
파이팅 파이팅(*´`*) !!","
파이팅 파이팅",파이팅!!!!~!~!
776,"컴퓨터 프로그램 (?)중에 플레이봇이라고 혹시 해봤어??
그걸로 간단한 (?) 게임 만드는데 은근 재밌더라고,,,!!",컴퓨터 프로그램중에 플레이봇이라고 혹시 해봤어그걸로 간단한게임 만드는데 은근 재밌더라고,오 나 방금알았어...!ㅋㅋㅋㅋㅋ 신기하게 생겼는데 재밌어보인다ㅎㅎ
777,"샤워하는데 몇분걸려요?ㅋㅋㅋㅋㅋㅋ
(정말 쓸모없으나..궁금궁금",샤워하는데 몇분걸려요정말 쓸모없으나..궁금궁금,"음... 기숙사 살면서 보통 20분만에 양치, 세수+면도, 머리, 샤워, 옷갈아입기 하는데, 양치 3분, 세수랑 면도 2분 머리 3분 옷 2분으로 치면 10분 걸리네요ㅋㅋㅋㅋㅋㅋㅋ 샤워할 때 정말 따뜻한 곳에서 푸욱 들어있는거면 몰라도 나머진 추워서... 최대한 빨리 끝내버리려 해요ㅎㅎ"
778,사용하시는 플래너 제품명이 무엇인지 알 수 있을까요??,사용하시는 플래너 제품명이 무엇인지 알 수 있을까요??,"모닝글로리에서 나온건데, 정확한 제품명은 모르겠지만 2달짜리라는 점, 1000원이라는 점은 확실히 기억합니다!"
779,"사용하시는 플래너 제품명을 알 수 있을까요??
그리고 과고에서 노트필기 어떻게 하시는지 궁금합니다!",사용하시는 플래너 제품명을 알 수 있을까요그리고 과고에서 노트필기 어떻게 하시는지 궁금합니다!,"플래너는 바로 밑에 글 참고해주시고!
노트필기의 경우엔, 우선 수업시간에 연습장에다가 쌤이 하시는 말씀을 최대한 적어요. 판서 내용이나 ppt 내용도요! 그러곤 자습시간에 그 내용들을 머릿속으로 정리해가며 각 과목별 노트에 깔끔하게 옮겨적었어요! (검, 빨, 파 색으로) 그리고는 하늘색같이 다른 색의 볼펜으로 하이탑이나 대학서적 등에서 참고할 만한 중요한 내용들을 적거나 노트정리한 부분을 보며 의문이 든 부분, 그에 대한 답변 등을 적었어요! 그렇게 시험기간이 되면 아직 못 외웠거나 애매하게 아는부분을 연필로 다른 노트에 정리하는데, 처음 볼펜들로 정리한 양보단 많이 줄어들었겠죠...! 그러곤 그걸 몇 번 하면서 모르는 부분을 점점 줄여나가고 시험 전날 쯤엔 1페이지 정도의 양만 열심히 봐요. 시험 당일엔 다시 상기시키기 위해 볼펜으로 적었던 노트를 정독하고 시험치고요!"
780,"물리 선행 어디까지 하셨는지 궁금합니다!
과고 입학 전까지 물리2 전과정+(일반물리)을 다 보고 가셨나요??","물리 선행 어디까지 하셨는지 궁금합니다!
과고 입학 전까지 물리2 전과정+(일반물리)을 다 보고 가셨나요??","물2를 3권에 파동파트 까지 했던 것으로 기억해요. 양자역학은 그냥 따로 일부분 했었고, 선행은 시간이 바빠서 못나갔어요. 그리고 물2 역학이 끝나고 전자기학을 하면서 동시에 일반물리 역학파트를 공부했고요! 12월 1월엔 주로 역학을 다시 복습하고 완벽하게 하기 위해 노력했던 것 같아요!(거의 대부분 역학이 시험범위 였기 때문에...)"
781,수학 문제집 푸실 때 구체적으로 문제집을 어떻게 활용하셨는지 궁굼해요!!,수학 문제집 푸실 때 구체적으로 문제집을 어떻게 활용하셨는지 궁굼해요!!,"음 전 일단 문제 풀 때 1분 안에 아이디어가 안떠오르면 그냥 별표치고 넘어갔어요. 만약 그런 문제가 너무 많으면 이 문제집 수준이 나랑 안맞는거고요! 그리고 틀리면 답지를 바로 보진 않았고, 일주일 뒤에 별표와 틀린문제들을 다시 풀었어요. 그럼 실수로 틀린건 동그라미로 바뀔거고, 몰라서 틀린것도 몇개는 풀려요. 그걸 두 세번 정도 한 후에도 모르면 답지를 보면서 이해했어요! 이정도가 문제집 활용법이려나요...?
또 실력이 어느정도 쌓이고 속도가 붙고 나서부터는 대충 아이디어와 어느정도의 풀이가 된다면 답을 내지 않고 그냥 넘어가기도 했어요! 자신이 모르는 문제와 유형을 빠르게 파악해야 시간을 절약하고 실력도 그 남는 시간 동안 빠르게 성장 시킬 수 있어요ㅎㅎ"
782,이제 졸업하고 대학가는데 안 놀고 공부하나욥? 진짜 대단해욥 ,이제 졸업하고 대학가는데 안 놀고 공부하나욥? 진짜 대단해욥 ,핳 되게 하고 싶었던 과목들이라서요...! 그리고 물리랑 화학은 학점인정시험이라고 2월 말에 치기 때문에 열공중입니다ㅎㅎ
783,제가 다니는데는 5시간인데 희원님께서 다니시는 과고에서는 평일에 자습 가능한 시간이 몇시간정도 나오나요??,제가 다니는데는 5시간인데 희원님께서 다니시는 과고에서는 평일에 자습 가능한 시간이 몇시간정도 나오나요??,"음 아침자습시간 30분(재취침안하면 50분 정도), 쉬는시간 1시간 20분(1~7교시+ 8,9교시 방과후), 점심, 저녁시간 각각 20분 정도, 야자시간 1차야자 1시간 40분, 야자쉬는시간 30분, 2차야자 2시간, 기숙사 들어간 후 소등까지 약 1시간이 있어요!
하지만 이 모든 시간에 다 공부하는건 무리고요...ㅎ"
784,잠이 진짜진짜 많은데 이게 공부에 악인거 같아요 ㅠㅠㅠㅠㅠ 잠 어떻게 줄일까뇨 ?? ,잠이 진짜진짜 많은데 이게 공부에 악인거 같아요잠 어떻게 줄일까뇨,음 잠은 적당히 6~8시간은 자야한다고 생각해서ㅎㅎ 밤에 잠을 줄이면서 공부하는 것은 좋은 방법이 아니라고 생각하고요! 낮에 깨어있을 때 최대한 집중하시는게 좋아요. 전 낮에 잠오면 세수나 스트레칭이나 그런거 하면서 깨려고 노력해요!
785,"노트필기시 색깔 어떻게 하시나요?
예를들어 검정: 내용, 빨강: 중요한 것, 파랑: 보충내용 등..","노트필기시 색깔 어떻게 하시나요?
예를들어 검정: 내용, 빨강: 중요한 것, 파랑: 보충내용 등..","음 사실 색깔의 큰 의미는 없어요!
검은색으로만 하면 너무 무미건조하고 눈에 잘 안들어오길래 빨간색과 파란색을 섞은거고요! 주요 키워드를 쓸 때 보통 빨간색과 파란색을 번갈아가며 했어요ㅎㅎ(하나만 계속하면 너무 별로길래...)
즉, 줄글이나 설명은 주로 검은색으로 하고, 빨간색 파란색은 핵심단어들을 강조하는 용도로 쓰인다! 정도입니다."
786,희원님께선 공부하기 싫을 때 어떻게 하셨나요?,희원님께선 공부하기 싫을 때 어떻게 하셨나요?,"솔직하게 말씀드리면... 놀았어요ㅎ 전 공부하기 싫을 때 하면 집중력이 확 줄어들고 효율도 확 줄어들길래!
그래서 매일이 공부하고 싶도록 만들어야했죠. 그 방법으론 공부 자극 글이나, 내 꿈이나, 다른 사람들 열공하는걸 본다...등이고, 자극을 받았더라도 너무 무리하지말고 차근차근, 꾸준히 공부해나간다. 이정도였습니다!

노는건 주로 농구나 게임 등을 했어요! 그리고 실컷 놀다보면 '정신차리고 공부해야지' 라는 생각도 들어요ㅎㅎ 그럼 잘 놀고나서 다시 열공하는거죠"
787,멋있다... 조기졸업 세상에서 제일 부러워요 엉엉 ㅠ,멋있다조기졸업 세상에서 제일 부러워요 엉엉 ㅠ,흐핳... 감사해요 조졸 안해도 머... 크게 차이나진 않을겁니다!
788,중복질문일수도있지만.. 질문이 너무 많아서 ㅠㅠ 희원님 꿈이 무엇인가요?.?,중복질문일수도있지만질문이 너무 많아서희원님 꿈이 무엇인가요,"전 첨엔 이론물리학자를 하면서도 창업쪽에 관심이 있었는데, 이론물리학을 하면 다른 꿈의 모든걸 포기해야할 것 같아서, 컴퓨터, 물리, 수학을 뭔가 합쳐서 창업을 하거나 AI쪽으로 연구를 하거나... 그럴 듯 하네요!"
789,생일날에도 공부하시나요 보통??,생일날에도 공부하시나요 보통??,엌ㅋㅋㅋ 넵 전 같은 하루하루에 의미를 두는거에 크게 신경을 안써서...ㅎ(물론 다른 사람의 의미있는 날이면 챙겨줘야겠죠ㅎㅎ) 근데 가족 외식하고 친구들이랑 농구하고 하면 공부할 시간이 별로 없더라고요ㅠ 많이는 못해도 최대한 공부 하려고는 해요!
790,"조기졸업 세상 부럽습니다@-@ 나도 모르는 사이에 감동을 주기도하고 받기도하잖아요,,,(?) 뭐라답할지 몰라서 좋아요밖에 못눌렀지만 새삼 그 문장하나에 되게 위로되더라ㅠㅠ..고맙다고 말하고싶어서..ㅎㅎ 익명아닌 익명의 힘을 빌립니다 고맙다
((이런거 여기써도될까",조기졸업 세상 부럽습니다나도 모르는 사이에 감동을 주기도하고 받기도하잖아요뭐라답할지 몰라서 좋아요밖에 못눌렀지만 새삼 그 문장하나에 되게 위로되더라고맙다고 말하고싶어서익명아닌 익명의 힘을 빌립니다 고맙다이런거 여기써도될까,핳ㅋㅋㅋㅋㅋ 당연하지 써도 돼! 고마워ㅎㅎㅎ
791,"안녕하세요! 과고에 입학하기 전에 친구들은 미리 물리랑 화학은 1번씩 보고 가야 한다고 학원에서 하이탑이랑 자이스토리로 선행을 나가고 있습니다. 그런데 저는 학원에 다니는 친구들처럼 자이스토리를 풀려고 하니까 너무 막막해서 물리1은 하이탑에 있는 문제들을 답지를 보면서라도 여러번 반복하려고 하고 화학1은 제가 듣고 있는 백인덕 선생님 교제 내용을 외우면서 하이탑도 조금씩 풀어나가려고 합니다. 이렇게 공부해도 실력이 늘
수 있는지 조언부탁드릴게요!","안녕하세요! 과고에 입학하기 전에 친구들은 미리 물리랑 화학은 1번씩 보고 가야 한다고 학원에서 하이탑이랑 자이스토리로 선행을 나가고 있습니다. 그런데 저는 학원에 다니는 친구들처럼 자이스토리를 풀려고 하니까 너무 막막해서 물리1은 하이탑에 있는 문제들을 답지를 보면서라도 여러번 반복하려고 하고 화학1은 제가 듣고 있는 백인덕 선생님 교제 내용을 외우면서 하이탑도 조금씩 풀어나가려고 합니다. 이렇게 공부해도 실력이 늘
수 있는지 조언부탁드릴게요!",네! 음 한번씩...으로 될 진 모르겠는데 핳... 생 지는 몰라도 물1화1은 많이 볼 수록 좋아요ㅎㅎ 저도 첨엔 하이탑에 있는 쉬운문제들도 안풀려서ㅠ 답지를 보면서 공부했던 걸로 기억해요! 답지 내용 이해하고 나중에 다시 또 풀어보고 공식도 계속 유도해보고 하다보면 늘어요!! 그러다가 조금조금씩 스스로 풀어나가는거죠ㅎㅎ
792,경시수학 준비하실때 무슨책 쓰셨었나용??,경시수학 준비하실때 무슨책 쓰셨었나용??,전 장환수학 이라고 정수/대수/기하/조합 다 있을거예요. 그거랑 올림피아드 수학의 지름길! 로 했는데 중등심화와 고등 1학년 과정+확통을 완료했다면 올림피아드 수학의 지름길 중급(하)만 봐도 될거예요. 장환수학은 조금 어려워요. 내용이 낯설기도 하고요... 나중엔 kmo bible 4권을 풀었어요!
793,"필통에 필기구 몇개씩 넣고 다니시나요? 예를들어 볼펜 3개, 샤프 1개, 형광펜 2개 등등..","필통에 필기구 몇개씩 넣고 다니시나요? 예를들어 볼펜 3개, 샤프 1개, 형광펜 2개 등등..","음 전 사실 필통에 큰 신경은 안써요! 필기하고 문제 풀 정도로 들고다닌달까...
볼펜은 검은색, 빨간색, 파란색으로 각각 하나씩 들고 다니고요!(총 3개)
샤프는 2개요! 비상시를 대비하여...
형광펜은 플래너 때만 써서 2개.
그리고 지우개랑 샤프심과 컴싸(이젠 빼야하는데...)가 있네요!"
794,희원님! 사용하시는 얇은 코넬노트 제품명이 뭔가요?,희원님! 사용하시는 얇은 코넬노트 제품명이 뭔가요?,"음 사실 아무거나 산건데, kyowonsa라고 적혀있어요!"
795,대구일과고생은 혹시 수성구 출신이 많나요ㅛ?중구 사는 과고지망생인데 수성구랑 진도 같은게 많이 비교될까 겁나네요,대구일과고생은 혹시 수성구 출신이 많나요ㅛ?중구 사는 과고지망생인데 수성구랑 진도 같은게 많이 비교될까 겁나네요,넵 수성구 당연히 많죠. 하지만 다른 구에서도 많이와요! 참고로 저는 동구이고 대구에서 공부 제일 못하는 곳 중 하나였어요! 개인이 어떻게 하냐에 따라 달라질 듯 합니다!~
796,.2 계정은 일상계정인가요?!@-@,.2 계정은 일상계정인가요,"아뇨아뇨 대학교가서 쓸 공스타계정입니다! 어쩌면 일상도 있을 수도 있지만요!
본계정의 피드가 400개가 다 되어 가면서 옛날 기록들을 정리하기도 어렵고, 추억으로 남기려니 400개나 내려야지 나오닌깐요... 대학가면 나중엔 700, 800개가 될텐데 너무 많아져서ㅠ 그래서 옮기는 것 뿐이랍니다!"
797,희원님과 친해지려면 어캐해야하죠?!(()),희원님과 친해지려면 어캐해야하죠,움 제가 낯도 많이 가리고 말도 적고...친해져도 말이 많지는 않아요...! 그래서 다들 다가가기 어렵대요 핳... 전 친해지기 직전까지는 항상 무슨말을 해야할지 너무 어려워요ㅠㅠㅠ 열심히 극복해보려 하지만 아직은 쉽지 않네요ㅠ 그래서 결론은 그 때까지 도와주면 완전 친해져요!
798,그냥 디엠하면 귀찮아하시나요??ㅠㅠ,그냥 디엠하면 귀찮아하시나요,잌ㅋㅋㅋㅋ 아뇨!! 그럴리가요ㅎㅎ
799,"예비 고1입니다 쎈C 단계를 어떻게 잘 풀 수 있을까요
쎈 B단계 까지는 어려운거 없이 풀었는데 C단계는 어려운게 많은 것 같아서요,","예비 고1입니다 쎈C 단계를 어떻게 잘 풀 수 있을까요
쎈 B단계 까지는 어려운거 없이 풀었는데 C단계는 어려운게 많은 것 같아서요,","음 저도 첨엔 쎈 C단계는 못풀었어요...! 특히 고등학교 쎈은 C단계가 수준이 상당히 올라갔더라고요! 전 그래서 쎈 C단계는 훗날을 기약하고... 일품을 풀었어요! 그러다가 나중에 다시 쎈 C단계를 풀러 가니 상당히 풀만하더라고요ㅎㅎ

제 생각엔 쎈이 난이도 조절을 실패한 듯 합니다!!"
800,"희원님 졸업하신 거 축하드려요!!!ㅎㅎ 궁금한게 있는데요...!
봉사는 어떻게 하셨는지 알 수 있을까요?",희원님 졸업하신 거 축하드려요궁금한게 있는데요봉사는 어떻게 하셨는지 알 수 있을까요?,"감사해요!!
저는 봉사의 대부분을 교내봉사로 채웠어요! 학교에서 중학생들 실험 가르쳐주는 봉사 같이 의미있는 봉사를 몇 개 마련했고, 봉사 교내만으로도 한해에 40~50시간은 채워지더라고요! 2학년 땐 거의 10시간도 안한 듯 하네요...핳
전 봉사의 의미를 내가 잘 하는 것을 다른 사람에게 도와주는 것에 의미를 둬요. 요양원이나 병원에 봉사, 어린이 돌봐주는 등은 제가 잘 하는게 아니라고 생각했고, 전 운동이나, 수학, 과학 쪽으로 생각했어요. 지금 하는 에스크도 봉사로 볼 수도 있는거고요, 평소에 친구들 가르쳐주는 것도 봉사로 볼 수 있죠. 운동 도와주는 것도요. 시간으로는 안 남지만 이런 봉사들이 더더욱 의미있다고 봐요. 자소서를 적을 때도 이런 식으로 적었어요 ㅎㅎ"
